,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,League
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
Cody Gakpo,nl NED,FW,Liverpool,25-105,1999,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Idrissa Gana Gueye,sn SEN,MF,Everton,34-329,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Premier League
Alejandro Garnacho,ar ARG,FW,Manchester Utd,20-050,2004,1,0,30,0.3,0,1,1,0,0,0,0,0,0.7,0.7,0.2,0.9,2,0,3,0.00,3.00,3.00,0.00,3.00,2.04,0.61,2.65,2.04,2.65,Matches,Premier League
Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24-206,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,8,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.21,0.10,0.21,Matches,Premier League
Billy Gilmour,sct SCO,MF,Brighton,23-070,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
João Gomes,br BRA,MF,Wolves,23-190,2001,1,1,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Rodrigo Gomes,pt POR,"FW,MF",Wolves,21-044,2003,1,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,10,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Premier League
Toti Gomes,pt POR,DF,Wolves,25-217,1999,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Anthony Gordon,eng ENG,FW,Newcastle Utd,23-178,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Premier League
Ryan Gravenberch,nl NED,MF,Liverpool,22-096,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Archie Gray,eng ENG,MF,Tottenham,18-161,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Jacob Greaves,eng ENG,DF,Ipswich Town,23-343,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,Premier League
Marc Guéhi,eng ENG,DF,Crystal Palace,24-038,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Bruno Guimarães,br BRA,MF,Newcastle Utd,26-278,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Marc Guiu,es ESP,FW,Chelsea,18-229,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Malo Gusto,fr FRA,DF,Chelsea,21-093,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Joško Gvardiol,hr CRO,DF,Manchester City,22-210,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Premier League
Erling Haaland,no NOR,FW,Manchester City,24-030,2000,1,1,90,1.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,2,1,1.00,0.00,1.00,1.00,1.00,0.28,0.00,0.28,0.28,0.28,Matches,Premier League
Lewis Hall,eng ENG,DF,Newcastle Utd,19-347,2004,1,1,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,Premier League
Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-172,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Marcus Harness,eng ENG,MF,Ipswich Town,28-178,1996,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Jack Harrison,eng ENG,FW,Everton,27-274,1996,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,4,2,9,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.30,0.15,0.30,Matches,Premier League
Taylor Harwood-Bellis,eng ENG,DF,Southampton,22-203,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Premier League
Kai Havertz,de GER,"FW,MF",Arsenal,25-070,1999,1,1,90,1.0,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,3,5,11,1.00,1.00,2.00,1.00,2.00,0.45,0.06,0.51,0.45,0.51,Matches,Premier League
Jan Paul van Hecke,nl NED,DF,Brighton,24-073,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,28-207,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,Premier League
Dean Henderson,eng ENG,GK,Crystal Palace,27-161,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Mads Hermansen,dk DEN,GK,Leicester City,24-040,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Son Heung-min,kr KOR,"FW,MF",Tottenham,32-043,1992,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,5,22,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.19,0.03,0.19,Matches,Premier League
Jack Hinshelwood,eng ENG,DF,Brighton,19-131,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Mason Holgate,eng ENG,"FW,DF",Everton,27-303,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Callum Hudson-Odoi,eng ENG,FW,Nott'ham Forest,23-287,2000,1,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,1,8,0.00,0.00,0.00,0.00,0.00,0.08,0.18,0.26,0.08,0.26,Matches,Premier League
Will Hughes,eng ENG,MF,Crystal Palace,29-125,1995,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Premier League
Dean Huijsen,es ESP,DF,Bournemouth,19-128,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Omari Hutchinson,eng ENG,FW,Ipswich Town,20-295,2003,1,1,90,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,1,3,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,Premier League
Danny Ings,eng ENG,FW,West Ham,32-028,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,3.77,0.00,3.77,3.77,3.77,Matches,Premier League
Tim Iroegbunam,eng ENG,MF,Everton,21-051,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,Premier League
Alexander Isak,se SWE,FW,Newcastle Utd,24-334,1999,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,2,0.00,1.00,1.00,0.00,1.00,0.00,0.17,0.17,0.00,0.17,Matches,Premier League
Alex Iwobi,ng NGA,FW,Fulham,28-109,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,6,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Premier League
Nicolas Jackson,sn SEN,FW,Chelsea,23-061,2001,1,1,66,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0,2,3,0.00,0.00,0.00,0.00,0.00,0.65,0.30,0.95,0.65,0.95,Matches,Premier League
Vitaly Janelt,de GER,MF,Brentford,26-102,1998,1,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.10,0.08,0.10,Matches,Premier League
Daniel Jebbison,eng ENG,FW,Bournemouth,21-007,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,Premier League
Mathias Jensen,dk DEN,MF,Brentford,28-232,1996,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Premier League
Gabriel Jesus,br BRA,FW,Arsenal,27-139,1997,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Raúl Jiménez,mx MEX,FW,Fulham,33-107,1991,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
João Pedro,br BRA,MF,Brighton,22-329,2001,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,1,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,Matches,Premier League
Joelinton,br BRA,MF,Newcastle Utd,28-006,1996,1,1,90,1.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,1.00,0.00,1.00,1.00,1.00,0.22,0.00,0.22,0.22,0.22,Matches,Premier League
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,24-209,2000,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Brennan Johnson,wls WAL,FW,Tottenham,23-089,2001,1,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,1,9,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.36,0.14,0.36,Matches,Premier League
Diogo Jota,pt POR,FW,Liverpool,27-260,1996,1,1,78,0.9,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,2,2,7,1.15,0.00,1.15,1.15,1.15,1.10,0.00,1.10,1.10,1.10,Matches,Premier League
James Justin,eng ENG,DF,Leicester City,26-179,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,Premier League
Daichi Kamada,jp JPN,MF,Crystal Palace,28-015,1996,1,1,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,Premier League
Michael Keane,eng ENG,DF,Everton,31-222,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Premier League
Lloyd Kelly,eng ENG,DF,Newcastle Utd,25-319,1998,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Milos Kerkez,hu HUN,DF,Bournemouth,20-287,2003,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Premier League
Max Kilman,eng ENG,DF,West Ham,27-089,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,Premier League
Justin Kluivert,nl NED,FW,Bournemouth,25-107,1999,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Ibrahima Konaté,fr FRA,DF,Liverpool,25-087,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Ezri Konsa,eng ENG,DF,Aston Villa,26-302,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches,Premier League
Mateo Kovačić,hr CRO,MF,Manchester City,30-106,1994,1,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,3,1,1.00,0.00,1.00,1.00,1.00,0.13,0.00,0.13,0.13,0.13,Matches,Premier League
Emil Krafth,se SWE,DF,Newcastle Utd,30-018,1994,1,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Mohammed Kudus,gh GHA,"MF,DF",West Ham,24-018,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,5,2,12,0.00,0.00,0.00,0.00,0.00,0.08,0.48,0.56,0.08,0.56,Matches,Premier League
Dejan Kulusevski,se SWE,MF,Tottenham,24-117,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Roméo Lavia,be BEL,MF,Chelsea,20-227,2004,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.65,0.00,0.65,Matches,Premier League
Mario Lemina,ga GAB,MF,Wolves,30-354,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Bernd Leno,de GER,GK,Fulham,32-169,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Jefferson Lerma,co COL,MF,Crystal Palace,29-300,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,2.42,2.42,0.00,2.42,Matches,Premier League
Rico Lewis,eng ENG,MF,Manchester City,19-273,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,23-180,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Matthijs de Ligt,nl NED,DF,Manchester Utd,25-008,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Valentino Livramento,eng ENG,DF,Newcastle Utd,21-282,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Sean Longstaff,eng ENG,MF,Newcastle Utd,26-295,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Saša Lukić,rs SRB,MF,Fulham,28-007,1996,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Massimo Luongo,au AUS,MF,Ipswich Town,31-330,1992,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Ian Maatsen,nl NED,DF,Aston Villa,22-163,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.35,0.00,0.35,Matches,Premier League
Alexis Mac Allister,ar ARG,MF,Liverpool,25-240,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,Premier League
James Maddison,eng ENG,MF,Tottenham,27-271,1996,1,1,78,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,15,6,0.00,1.15,1.15,0.00,1.15,0.02,0.23,0.26,0.02,0.26,Matches,Premier League
Gabriel Magalhães,br BRA,DF,Arsenal,26-245,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,Premier League
Harry Maguire,eng ENG,DF,Manchester Utd,31-168,1993,1,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-123,2005,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Premier League
Gabriel Martinelli,br BRA,FW,Arsenal,23-063,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,4,2,15,0.00,0.00,0.00,0.00,0.00,0.08,0.41,0.49,0.08,0.49,Matches,Premier League
Emiliano Martínez,ar ARG,GK,Aston Villa,31-353,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Lisandro Martínez,ar ARG,DF,Manchester Utd,26-215,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Premier League
Pape Matar Sarr,sn SEN,MF,Tottenham,21-341,2002,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,8,4,0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.18,0.02,0.18,Matches,Premier League
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-053,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Stephy Mavididi,eng ENG,FW,Leicester City,26-081,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,Matches,Premier League
Konstantinos Mavropanos,gr GRE,DF,West Ham,26-253,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Premier League
Noussair Mazraoui,ma MAR,DF,Manchester Utd,26-280,1997,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Bryan Mbeumo,cm CMR,FW,Brentford,25-013,1999,1,1,89,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.4,0.5,3,1,11,1.01,0.00,1.01,1.01,1.01,0.09,0.39,0.48,0.09,0.48,Matches,Premier League
Kasey McAteer,eng ENG,FW,Leicester City,22-272,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches,Premier League
Alex McCarthy,eng ENG,GK,Southampton,34-261,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
John McGinn,sct SCO,FW,Aston Villa,29-307,1994,1,1,61,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,1,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42,Matches,Premier League
Dwight McNeil,eng ENG,"FW,DF",Everton,24-272,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Premier League
Scott McTominay,sct SCO,MF,Manchester Utd,27-256,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Ben Mee,eng ENG,DF,Brentford,34-334,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
James Milner,eng ENG,MF,Brighton,38-229,1986,1,1,81,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,Matches,Premier League
Yankuba Minteh,gm GAM,FW,Brighton,20-029,2004,1,1,44,0.5,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,3,2,5,0.00,2.05,2.05,0.00,2.05,0.00,1.97,1.97,0.00,1.97,Matches,Premier League
Tyrick Mitchell,eng ENG,DF,Crystal Palace,24-354,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,1,2,4,0.00,0.00,0.00,0.00,0.00,0.12,0.14,0.26,0.12,0.26,Matches,Premier League
Kaoru Mitoma,jp JPN,FW,Brighton,27-092,1997,1,1,88,1.0,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,5,3,8,1.02,0.00,1.02,1.02,1.02,1.00,0.00,1.00,1.00,1.00,Matches,Premier League
Sam Morsy,eg EGY,MF,Ipswich Town,32-345,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,Premier League
Yerson Mosquera,co COL,DF,Wolves,23-110,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Premier League
Mason Mount,eng ENG,MF,Manchester Utd,25-223,1999,1,1,60,0.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,0,1,3,0.00,0.00,0.00,0.00,0.00,0.44,0.11,0.55,0.44,0.55,Matches,Premier League
Rodrigo Muniz,br BRA,FW,Fulham,23-108,2001,1,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,3,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21,Matches,Premier League
Daniel Muñoz,co COL,DF,Crystal Palace,28-086,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,Premier League
Murillo,br BRA,DF,Nott'ham Forest,22-047,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
Jacob Murphy,eng ENG,FW,Newcastle Utd,29-178,1995,1,1,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Premier League
